id,rating
1,4.130128136150075
2,3.8188379507280152
3,4.0155206606815685
4,4.652844175750656
5,3.8328970485719474
6,4.230287879734281
7,4.6604234909415
8,4.012506480121316
9,4.052390202132875
10,4.056244558522026
11,3.8482343577600773
12,4.2901906532307175
13,4.0874280215066205
14,4.416476259010486
15,4.018518142636209
16,4.396983446732968
17,4.51442890973702
18,3.901783742999366
19,3.9155533653760792
20,3.7329657649784287
21,4.486046961168791
22,4.502092509359415
23,4.195532696463449
24,4.1650290969608
25,2.6304810085439354
26,2.624419078836183
27,2.682553293299016
28,2.8303919885482625
29,1.7194173222633857
30,2.202756578618704
31,2.5506343722827034
32,2.0119781086989015
33,1.9748348537954032
34,2.1065794593676355
35,2.9593634842375978
36,2.8112183854408124
37,2.6169779265320825
38,2.8520171331987485
39,2.6793189725326054
40,1.7225261894022224
41,2.093136537310237
42,2.0526224336563725
43,2.6749717746374606
44,2.7444465619536733
45,2.488842706310916
46,2.478074551159541
47,1.9892625205139711
48,2.696766077366363
49,2.2000506492055862
50,2.4528919565238696
51,3.1041163734144495
52,2.980018333054885
53,3.2781235964836917
54,2.815383686556052
55,2.7883136607376975
56,2.2656609635118823
57,2.760593375115525
58,2.132975621305059
59,3.6394812763179227
60,1.9733158065495973
61,1.4243776921091877
62,1.7500070794769322
63,2.703421258279607
64,3.0581228840394123
65,2.6932168857402994
66,2.2095506810442056
67,3.0494888523018018
68,2.5627764357671143
69,2.6879990591836376
70,2.393386013947741
71,3.2174977327920717
72,2.7137416400735246
73,2.073894177809967
74,2.5106614039755355
75,2.4705862801032072
76,2.5616121943877674
77,2.6448796363792457
78,3.074398516620427
79,2.54353857029854
80,3.5054732609006
81,2.4495430643803258
82,2.546637517651574
83,2.41036993469771
84,2.523789653329416
85,3.0772503937624105
86,2.9484054798305817
87,2.7161638297546467
88,2.827392670417413
89,2.6020148066098034
90,2.1507793603167222
91,3.0405083260508157
92,3.316703514855658
93,3.5458564443037854
94,1.758843446132813
95,3.3916420026668757
96,2.2185546315634403
97,2.6886150078004403
98,3.0421715323189
99,2.195226769901017
100,3.0258494217341467
101,2.6815486436037586
102,2.9133473417459794
103,1.9616584436186182
104,3.169350565557137
105,1.9800786109500863
106,2.31664997171861
107,2.8894779557242725
108,3.168575629433673
109,2.5919581606884665
110,2.6797855294147532
111,2.1458303356009147
112,1.78754850335676
113,2.866900273554352
114,3.4972261453590816
115,3.419980630709838
116,3.0049890988071626
117,2.365251897240097
118,2.9025405677612417
119,2.6652120902526155
120,3.424129353088051
121,2.981040563071476
122,3.4266572174865715
123,2.995083891982748
124,2.800374995486024
125,2.1590957305861966
126,3.2820284582816113
127,2.764738610500866
128,3.028199099004874
129,2.964211332080515
130,2.9901834486100904
131,3.8346549008412434
132,3.7296354234389764
133,3.4468521957353286
134,3.8890628997318752
135,3.1930018487256566
136,3.17181837432363
137,3.7005181118824106
138,3.6208386596736277
139,3.314117098806391
140,3.107436141965204
141,3.6911220435049987
142,2.743386169886203
143,3.015413300925874
144,3.17936491968948
145,3.7788844959734225
146,2.625185550258854
147,3.767194793715748
148,3.3659741966062895
149,4.169515253662804
150,3.804879012144712
151,3.2872408450141077
152,3.09092312182827
153,3.5168460276541578
154,3.6370439183325014
155,2.915350038585313
156,3.783400538133336
157,3.8433692809100277
158,3.5480723584151708
159,3.81116651731067
160,3.1412127518357025
161,4.048612121963533
162,2.4477868763147024
163,3.304666892883573
164,4.019014709951277
165,3.685713269322384
166,3.5055399656936457
167,2.2856144702709384
168,2.995800706929754
169,3.635895258546122
170,2.53552218735918
171,3.134246882231867
172,3.2864295403271626
173,3.811438628939574
174,3.3367433441154453
175,3.9742505840920455
176,3.347831070604386
177,4.08995015341989
178,3.168173365837926
179,4.080670599679234
180,3.112961438447411
181,4.1136933592144445
182,4.0266307310678116
183,3.730623809120589
184,3.201910879905424
185,3.825543154812225
186,3.627008036742521
187,4.10781885544165
188,3.992222768206794
189,4.198705559054295
190,4.025923004170988
191,3.3463747169201814
192,4.124060549119778
193,3.743016008565708
194,3.8366896535352417
195,4.403788961686788
196,3.4238526246645726
197,3.8953805923703384
198,3.4556675996517434
199,3.6263323863557675
200,3.5751331952705985
201,3.6096769779352935
202,4.1871671698513495
203,4.1460811928391115
204,3.8007112454624545
205,3.6145772096224538
206,3.7403438338243142
207,2.5954067766751865
208,3.6207550223485843
209,3.2492441358528814
210,3.634561528903636
211,4.392460274757739
212,4.216760559654885
213,4.244359896225834
214,3.756419124578981
215,4.161741294131259
216,3.7603844066451084
217,4.241227460182502
218,3.9325506089805544
219,4.027401690521883
220,3.63177678117003
221,3.8425574398968725
222,4.340441321512767
223,4.179795845388791
224,4.116320829793837
225,4.080480200558797
226,4.039467435340031
227,4.295749309548581
228,3.9733287645647293
229,3.8216695667961584
230,3.6325058363474803
231,4.097821663989038
232,4.199874254544795
233,3.9462591719102793
234,3.129302932656528
235,3.290798531430625
236,4.035682499328683
237,4.045496768546053
238,3.821181262221162
239,2.7874332136260556
240,3.077363141962608
241,2.969467931034777
242,3.7210330132863554
243,2.9326937997267732
244,2.3858245888343825
245,3.7290561713021995
246,2.2892037975414254
247,3.355854942735902
248,3.7400073076042224
249,3.1785771617257375
250,2.7231723882542704
251,3.6734208367654286
252,3.8718593382265327
253,3.297954890954518
254,4.289264938506728
255,4.245404509254837
256,3.187815452926571
257,2.8326868869377257
258,4.1650272532341095
259,2.9738916728105362
260,3.0799651517569493
261,3.627408523545333
262,3.2890585408966544
263,3.75671366011566
264,3.3789095181804347
265,3.1035671343234874
266,3.984465532417218
267,3.9845700942416196
268,3.5694040628389017
269,4.052602129332151
270,3.621329432000585
271,2.692083143343834
272,4.299028281649389
273,3.3661345086886976
274,3.8258142835693025
275,2.6866469809878692
276,2.9582074017958897
277,3.1438639619547857
278,3.870539842146657
279,3.3459851031226107
280,3.9033865156136907
281,3.66959376823561
282,4.2902447548733065
283,3.5280198205313322
284,3.8758604049352585
285,3.0792208870961844
286,4.0372627115979
287,3.4381447565786964
288,3.7138518552928574
289,3.8890418237745426
290,2.844428369465592
291,3.837284659364538
292,3.4038166109609915
293,4.227928329805322
294,3.348871753986684
295,3.6911549063161866
296,4.5076567423723315
297,4.349392312711503
298,3.568072180743449
299,4.062452812110489
300,3.8616448414495173
301,1.9654366416311972
302,4.219066141020178
303,4.009558140983034
304,4.172568105608587
305,4.069717642550897
306,4.6288046645291026
307,4.270719120451165
308,4.1591059302677715
309,3.6179084728872937
310,3.981579991994632
311,3.6142488672479662
312,4.2556490243441445
313,3.830178690509871
314,3.2994132875747457
315,4.038386922491222
316,4.628103259986258
317,3.2432204507595546
318,3.9399996711068757
319,4.017379720456095
320,4.3059075451809985
321,4.524283893102268
322,3.8513269466341047
323,4.683326513895182
324,4.437129666993339
325,3.805248409439775
326,4.5809767795075444
327,3.5199942909906246
328,3.300179867474968
329,3.2510043634891885
330,3.254476006643718
331,3.0731975352554906
332,3.0712848774241985
333,2.875012563330432
334,3.672827440223122
335,2.289682570609623
336,3.2743823196947184
337,3.7003946782988777
338,3.538673066279814
339,3.1900150333860893
340,3.330827282679574
341,3.3355590651644693
342,3.133896918397176
343,3.042499090034026
344,2.820327419243997
345,3.3100108493906895
346,3.3354885973765986
347,3.72618895476888
348,2.6483340845659473
349,3.122258694408563
350,2.7993873835461978
351,3.4811097451941313
352,3.4733461601602067
353,3.569109986307911
354,2.8832011328898592
355,2.715120630305273
356,3.436931224215997
357,3.103036573322028
358,3.1359746582800616
359,3.300531722678325
360,3.3844577510675316
361,3.143082784525092
362,3.3329044675317148
363,3.8392333936173584
364,4.122752576841623
365,3.792919672939824
366,4.849412763588386
367,3.6984832571346113
368,4.216368929750027
369,4.250899427185367
370,4.377043262073164
371,4.011741372188325
372,4.264272583583028
373,3.9409962302462933
374,3.737386992444358
375,4.639840665573898
376,4.144683772107299
377,4.326153301290171
378,4.29329369659435
379,3.732233155914942
380,4.386781604555011
381,4.5544699614813124
382,4.543695031382097
383,4.223362359345691
384,4.325988188551535
385,3.723628614155666
386,4.122482550072099
387,4.429288222890457
388,4.821968011112365
389,4.03213974886063
390,4.504201191004531
391,4.249662128573105
392,3.007334807475654
393,3.2317833397211264
394,3.725069373631567
395,4.073727406525292
396,3.1037203525090096
397,3.6950386738977925
398,3.7906811480172387
399,3.2893114023757595
400,3.742280744668047
401,3.1788248056319848
402,3.69004220238473
403,3.7937142548016687
404,3.7912551842711033
405,3.618718560273064
406,4.10416432655339
407,3.2840026080420133
408,4.073531489293341
409,3.875255978892402
410,3.026457544402742
411,3.5726400230787343
412,3.6752410989438187
413,3.6027208594961837
414,3.768479925982039
415,3.804297882362
416,3.863259066313457
417,4.059594803930541
418,3.4511571342407805
419,3.456116487595464
420,4.036726627846467
421,3.6857203136323506
422,3.1424514750386843
423,3.6386295216336313
424,3.761843804767474
425,3.7375695065076093
426,3.906135112384215
427,4.120580852147074
428,4.2966955637434046
429,3.9862220843645733
430,3.9027785886161794
431,4.1203245067248755
432,4.187006250977098
433,4.1433700869807915
434,3.916205981835632
435,3.103553296387095
436,3.378230531824882
437,3.441649925485727
438,3.590314224639619
439,3.912029883540582
440,3.1882921620144797
441,3.6089547432226405
442,4.1147768703471
443,4.128297582550289
444,3.846333077103426
445,3.0524262150251658
446,3.4812551138541568
447,4.075285598800397
448,4.266741849121976
449,3.6082518755009687
450,3.641628839764481
451,3.5391868609862245
452,3.3931738021699895
453,3.5305054179248185
454,3.490555823748824
455,4.285838041483838
456,3.0825305319537937
457,3.915353224630668
458,3.8768967670656918
459,4.0057148966420915
460,3.971985564461475
461,3.2289937947264513
462,3.9392961664650517
463,3.867958807777193
464,3.7550134646624937
465,3.958403750132927
466,3.7860587037346667
467,4.242082813382261
468,3.894850670805747
469,3.5488226860304817
470,3.145475184166191
471,3.625593725320398
472,3.3639290444667678
473,4.4954101394983255
474,3.973354762764529
475,3.527400680970865
476,3.8073301691763213
477,3.557519914318628
478,4.170000181029073
479,3.418581001748908
480,4.357093295520004
481,4.236135864060568
482,3.5975703041488303
483,2.428316700257721
484,3.7109843951892114
485,3.8080129484405965
486,3.8057785361301812
487,4.354843072530355
488,3.9113879425645406
489,4.207404825721576
490,3.1669407628916657
491,4.008400500405685
492,4.500918057862506
493,3.700714806940491
494,4.088414315001723
495,3.970637371131109
496,3.404421108588061
497,3.369625990065606
498,3.0550335747834225
499,3.7705282500712
500,2.4131726875122954
501,4.035456978639947
502,3.986131038998574
503,4.220785318087466
504,3.9155281783833247
505,4.028077251537767
506,4.1138708941158795
507,4.253900588601967
508,3.8149118360380796
509,3.4564239598878324
510,3.6943344765586956
511,4.5537392491253845
512,3.2643548955785624
513,3.6688015149149584
514,3.962076910147953
515,3.822741980457272
516,4.10723079521667
517,3.5323856124605153
518,4.430712661979974
519,3.6129765284687085
520,4.3370912584987575
521,3.207513171099632
522,3.6975030093670935
523,3.835239401329185
524,3.633309487301544
525,4.286140147001371
526,4.032300580512812
527,3.571353007112653
528,3.6357982744161683
529,4.732255847767058
530,3.812657214239549
531,4.3548199626958155
532,4.346404026587179
533,4.2808277123833465
534,4.1304439473864685
535,4.522966023763929
536,3.2400280009527016
537,3.7765134553828483
538,4.615130890262909
539,3.4197881736404367
540,3.7463914333917794
541,4.410197994482415
542,4.258847290057946
543,3.4623589209748378
544,3.983729448693959
545,4.242864396065961
546,3.831804937444
547,4.4641067940737855
548,4.347808444492835
549,4.6483690855548385
550,4.138357267406009
551,4.0341872111114645
552,4.409312508463665
553,3.949138714838955
554,4.102881328832193
555,3.6190902168682966
556,3.409163044038092
557,4.273508300560594
558,4.212935655521708
559,2.9681047992302205
560,4.279803539282565
561,3.981931739038034
562,4.0936477161520255
563,4.292280971490167
564,4.2871182665601255
565,3.760712525718707
566,4.3479685991605415
567,4.214810307940525
568,3.848877695123838
569,4.116587889684366
570,4.333125976432631
571,4.258824306818456
572,4.068803080970572
573,4.146322226830288
574,4.396147028131541
575,4.270792214403651
576,4.195760210152804
577,4.816848370616608
